item_id,main_category,title,average_rating,rating_number,features,description,price,videos,store,categories,details,bought_together,subtitle,author
8741,Industrial & Scientific,"GRIDMANN 30"" Wide Stainless Steel Kitchen Prep & Utility Sink, 1 Compartment NSF Commercial Sink with 24"" x 24"" Bowl for Restaurant, Laundry, Garage",4.2,323,"['NSF Certified', 'Large bowl size', 'Backsplash with faucet mounting holes', 'Adjustable-height feet', 'Includes basket strainer drain']",[],391.99,"[{'title': 'HONEST Review Of Prep Sink Hand Wash Station - Watch First', 'url': 'https://www.amazon.com/vdp/0183af72ae5b4c6c9bbb0bf2a3e49451?ref=dp_vse_rvc_0', 'user_id': '/shop/jasonalex28'}, {'title': 'Stainless Steel Prep & Utility Sink by DuraSteel', 'url': 'https://www.amazon.com/vdp/006c0db198e04e5c8f79ada6e6622ee4?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'Trinity free standing sink!', 'url': 'https://www.amazon.com/vdp/03d637441ce84aebbd608011a0a575e4?ref=dp_vse_rvc_2', 'user_id': '/shop/boogie_ford'}, {'title': 'Faucet Installation for Utility Sink', 'url': 'https://www.amazon.com/vdp/09b6f8cdb6104b79bf5df2266c405404?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'How to install the drain pipe', 'url': 'https://www.amazon.com/vdp/00ba870ca1774b0fa2fa5ea7f4e48417?ref=dp_vse_rvc_4', 'user_id': ''}]",GRIDMANN,"['Industrial & Scientific', 'Food Service Equipment & Supplies', 'Restaurant Appliances & Equipment', 'Commercial Sinks']","{'Brand': 'GRIDMANN', 'Color': 'Silver', 'Material': 'Stainless Steel', 'Product Dimensions': '29.5 x 30 x 44 inches; 40 Pounds', 'Style': 'Modern', 'Is Discontinued By Manufacturer': 'No', 'Item model number': 'SINK-CS-GR03-CS24X', 'Date First Available': 'November 3, 2014', 'Manufacturer': 'GRIDMANN', 'Country of Origin': 'China'}",,,
8829,Industrial & Scientific,1HZ-500KHZ FG-100 DDS Functional Signal Generator Frequency Meter Signal Source Module Frequency Counter,3.9,187,"['Feature FG-100 DDS Function generator is a low frequency signal generator.', 'It is small size, full function, easy operating and portable. Its power supply can be either AC/DC adaptor or a Lithium battery.', 'Working with an oscilloscope, it can be used to troubleshoot the electronic circuit, characterize the audio amplifier frequency response or measure the impulse response.', 'Due to the excellent DSS accuracy and frequency stability, it can also be used to calibrate the sweep time factor for oscilloscopes. You can also use its square wave to calibrate your oscilloscope attenuator or adjust your oscilloscope probe', 'Have a filter (can be opened and closed) to suit the output of sine wave and pulse wave.']","['Specifications  1) Frequency range: Sinewave 1Hz~500kHz (Magnitude is flat up to 200kHz, above 200kHz, the magnitude may drop as frequency increases), other waveforms 1Hz-20kHz with good phase noise and small distortion, if you don’t care the phase noise and distortion, it can output full frequency range.  2) Minimum frequency step: 1Hz  3) Output waveforms: Sinewave, square wave, triangle, ramp up, and ramp down  4) Sinewave distortion: 1% (frequency <1kHz); 0.5% (frequency >=1kHz)  5) Maximum output amplitude: +/-10V  6) Output impedance: 50 ohm  7) DC offset: maximum +/-10V, can be disabled  8) Internal filter: for sinewave or pulse, can be turn on/off  9) Power supply: DC3.5-10V. A 5V AC/DC adaptor or a 3.7 Lithium battery is recommended.']",28.99,"[{'title': 'Low Frequency Signal Generator', 'url': 'https://www.amazon.com/vdp/0350867579c54e0fbb544fc923010da4?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': '4-20mA 0-24V Adjustable Analog Current Voltage Generator', 'url': 'https://www.amazon.com/vdp/06e92a8e5b594f45b9d5136ec412f0fe?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'High Quality Design & Complete Internal Structure Display !', 'url': 'https://www.amazon.com/vdp/096ddb4e45dc46859618dd4d7ce20c02?ref=dp_vse_rvc_2', 'user_id': ''}]",WonVon,"['Industrial & Scientific', 'Test, Measure & Inspect', 'Electrical Testing', 'Function Generators']","{'Package Dimensions': '6.02 x 4.25 x 2.01 inches; 7.16 Ounces', 'Item model number': 'WU0224', 'Date First Available': 'August 15, 2019', 'Manufacturer': 'WonVon'}",,,
1403,Industrial & Scientific,"GENNEL G109 10gram Thermal Conductive Glue, Silicone Glue, Thermal Plaster, Silicone Viscous Adhesive Compound, Heatsink Glue for LED GPU MOSFET Printer Chipset IC High Performance",4.5,748,"['Non-Electrical Conductive,Non-corrosive ,Non-toxic,Suitable for all heatsink without fixed clip. It has heat conducting properties, strong adhesion. Helps disperse the heat from Chipset to heatsink effectively.', 'Use for MOSFET, LED, heat sinks , North-south bridge, video card, Chipset, heat dissipation part, heat dissipation, electrical appliances, instruments and other industries.', 'It has good thermal conductivity and wide service temperature range(-60~250 degrees Celsius)', 'Thermal conductivity:> 1.5W/m-K, Do not use thermal glue ""between CPU and HEATSINK""!', 'Package Includes : 1 x GENNEL G109 10g thermal glue']",[],9.99,"[{'title': 'Silver Conductive Glue', 'url': 'https://www.amazon.com/vdp/022d51cabdb1417881ecc40a34a5c9af?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'MG Chemicals Thermally Conductive Adhesive, Fast Cure, Flame Retardent Dual Pneumatic Dispenser', 'url': 'https://www.amazon.com/vdp/682abfa6b6264dab84d4150a6d9a2dce?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'Thermally Conductive Adhesive 8329TCM-50ML Unboxing', 'url': 'https://www.amazon.com/vdp/08afcae093304bcd973f2b4b837efd9c?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': '8329TFF-25ML Thermally Conductive Adhesive', 'url': 'https://www.amazon.com/vdp/06df6e84ce814347a409cca1eae04ea7?ref=dp_vse_rvc_3', 'user_id': ''}]",GENNEL,"['Industrial & Scientific', 'Adhesives, Sealants & Lubricants', 'Industrial Adhesives', 'Electrically Conductive Adhesives']","{'Brand': 'GENNEL', 'Material': 'Silicone', 'Item Form': 'Paste', 'Special Feature': 'Good thermal conductivity, Strong adhesion, Wide temperature range', 'Item Package Quantity': '1', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3.54 x 2.76 x 0.63 inches; 0.35 Ounces', 'Item model number': 'GENNEL G109', 'Date First Available': 'December 21, 2015', 'Manufacturer': 'GENNEL'}",,,
6068,Computers,iMBAPrice Universal Cat6/Cat5e/RJ11/12 Keystone Jack Punch Down Stand,4.3,266,"['Works with Cat.5E, Cat.6, and RJ11/12 Keystone Jacks', 'Best for iMBAPrice Keystone Jacks', 'Reliable tool for all keystone jack installations', '**Punchdown Tool NOT included** Only the iMBAPrice Punchdown Stand is included']",[],6.99,"[{'title': 'Keystone Jack Punch Down Stand', 'url': 'https://www.amazon.com/vdp/09e50e03e12b4c4db001c32af83a5ce0?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'trueCABLE Handheld Termination Aid', 'url': 'https://www.amazon.com/vdp/047dfb9afc43400f8b4f5928fe672d60?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'Cat5e RJ45 Punch Down Keystone Jack', 'url': 'https://www.amazon.com/vdp/07cf7aeaf1e74cbdb10d9b4c3174c2e9?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Effortlessly install keystone jacks with punchdown tool and stripper', 'url': 'https://www.amazon.com/vdp/0b8e39ea03b04c87a4648cd26967c7ae?ref=dp_vse_rvc_3', 'user_id': '/shop/derage'}]",iMBAPrice,"['Industrial & Scientific', 'Industrial Electrical', 'Wiring & Connecting']","{'Brand': 'IMBAPrice', 'Item model number': '4447969', 'Item Weight': '0.03 Kilograms', 'Product Dimensions': '6.5 x 2 x 1 inches', 'Item Dimensions  LxWxH': '6.5 x 2 x 1 inches', 'Color': '1-pack', 'Manufacturer': 'iMBAPrice', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 27, 2013', 'Best Sellers Rank': {'Industrial & Scientific': 229269, 'Interconnects': 54576}, 'Size': 'Punch Down Stand Holder'}",,,
2830,Industrial & Scientific,"Brix Refractometer with ATC - Tiaoyeer Digital Handheld Refractometer for Beer Wine Brewing, Dual Scale-Specific Gravity 1.000-1.130 and Brix 0-32%",4.5,1389,"['ACCURATE READINGS : The Brix refractometer can measure brix between 0-32%±0.2% and Specific Gravity between 1.000-1.130, Brix Accuracy: +/-0.2%.', 'ADVANCED AUTOMATIC TEMPERATURE COMPENSATION（ATC）TECHNOLOGY (10℃~30℃)： Adjust Automatically to Compensate for Temperature, Which makes it even easier to get fast results.', 'SIMPLY USE: Using the dropper to take a sample of wort and put it on the prism. Then hold the refractometer up to the light and look scale through the eyepiece, more accurate to measure sugars in verities of melon, fruits or juice.', 'WIDE USE: The Brix Refractometer is ideal for Home Brew, Agricultural, Gardening & Educational Purposes, sugar content.', 'PORTABLE SUGAR CONTENT TESTER: Easy to use, sturdy design, compact in size and light in weight, convenient to keep up and carry around.']",[],19.59,"[{'title': ' Brix Refractometer with ATC', 'url': 'https://www.amazon.com/vdp/06fb2f8564694a608bb1a3937e865263?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'How to use this refractometer', 'url': 'https://www.amazon.com/vdp/04d2e63db70f4bb1b8b09aa57f03913a?ref=dp_vse_rvc_1', 'user_id': '/shop/vegaseducation'}, {'title': 'Brix Refractometer 0-32% Using Video', 'url': 'https://www.amazon.com/vdp/04e17ad60a86422abacd416e002c37b3?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Optical Refractometer Hydrometer', 'url': 'https://www.amazon.com/vdp/0f88fef7566f484393051335ea10a9d4?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'AUTOUTLET 3-in-1 Honey Refractometer with ATC Function', 'url': 'https://www.amazon.com/vdp/067df637156c40d197ea203d7a5788f7?ref=dp_vse_rvc_4', 'user_id': ''}, {'title': 'Calibrating and reading your refractometer.', 'url': 'https://www.amazon.com/vdp/0d012de4206a4f9f96fecda1db7a8489?ref=dp_vse_rvc_5', 'user_id': '/shop/heyletsdrink'}]",Tiaoyeer,"['Industrial & Scientific', 'Test, Measure & Inspect', 'Substance Analysis Instrumentation', 'Refractometers']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8.15 x 3.27 x 2.13 inches; 3.5 Ounces', 'Item model number': 'pjzsy54-001', 'Date First Available': 'July 16, 2018', 'Manufacturer': 'Tiaoyeer'}",,,
5005,Automotive,Lisle 20400 Universal Shock Absorber Tool,4.4,470,"['For Removing and Installing Shock Nuts..Fit Type: Universal', 'Fits most domestic models and some Ford OEM shock nuts.', 'Place stem socket over shock stem. Hex nut socket fits the nut.', 'Hold one, turn the other for removal.', 'One end 9/16"" and the other end .591.']","['For Removing and Installing Shock Nuts. Fits most domestic models and some Ford OEM shock nuts. Place stem socket over shock stem. Hex nut socket fits the nut. Hold one, turn the other for removal. 1 End 9/16"" and the other end .591.']",13.97,[],Lisle,"['Industrial & Scientific', 'Power Transmission Products', 'Shock & Vibration Control', 'Shock Absorbers']","{'Brand': 'Lisle', 'Item Dimensions LxWxH': '5.2 x 0.8 x 3.5 inches', 'Size': 'One Size', 'Material': 'Manmade', 'Drive System': 'Hex', 'Number of Pieces': '1', 'Manufacturer': 'Lisle', 'Model': '20400', 'Item Weight': '9.6 ounces', 'Product Dimensions': '5.2 x 0.8 x 3.5 inches', 'Country of Origin': 'China', 'Item model number': '20400', 'Is Discontinued By Manufacturer': 'No', 'Manufacturer Part Number': '20400', 'OEM Part Number': '20400', 'Best Sellers Rank': {'Industrial & Scientific': 12101, 'Mechanical Shock Absorbers': 3}, 'Date First Available': 'October 10, 2006'}",,,
2107,Industrial & Scientific,"SEOH 16 X 125mm Plastic Test Tubes with Caps, 25 Pack",4.0,448,"['25 polystyrene clear tubes', '25 polypropylene caps']","['Polystyrene tubes with polypropylene cap 16x125mm, about 5/8 inch outer diameter and 5 inch length. 25 caps and 25 tubes.']",6.49,"[{'title': 'Plastic Tubes 115ml 18 count', 'url': 'https://www.amazon.com/vdp/039ef2cc50a341adb37a379a684ce100?ref=dp_vse_rvc_0', 'user_id': '/shop/tufgaming'}, {'title': 'Joyclub 50pcs 12x100mm Clear Plastic Test Tubes with Caps', 'url': 'https://www.amazon.com/vdp/0db06d2c278346aaa78dcaed30b3fead?ref=dp_vse_rvc_1', 'user_id': ''}]",SEOH,"['Industrial & Scientific', 'Lab & Scientific Products', 'Glassware & Labware', 'Lab Tubes', 'Test Tubes']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.6 x 3.2 x 5.6 inches; 2.47 Ounces', 'Item model number': '8594-25KITFS', 'Date First Available': 'July 27, 2009', 'Manufacturer': 'SEOH'}",,,
11535,Tools & Home Improvement,SPAX #10 x 3-1/2in. Flat Head Stainless Steel Screw with Double Lock Thread - 5 LB Box,4.3,95,"['The Double ThreadLok design pulls and holds boards tight, preventing screws from backing out and boards from squeaking as lumber dries out.', 'Our Trim head design offers pleasing aesthetics across the deck surface.', 'The deep square drive offers excellent bit engagement. Better bit engagement means quicker installation with less effort.', 'Check out our Threads!! Our patented thread technology allows the screw to be driven faster, is easier to install, and reduces splitting in wood. Let SPAX take some of the hassle out of your next project.']","['From the Manufacturer', 'Discover the SPAX Advantage! Whether you’re a professional contractor or weekend do-it-yourselfer, this German engineered and made SPAX #10 x 3 1/2in. Stainless Steel screw offers a premium quality fastening solution to help ensure professional results in less time than inferior imported screws. Stainless Steel screws offer the ultimate corrosion resistance and aesthetics in wood decking and railing applications. Made of 300 series stainless steel, these screws are ideal for exterior applications in any environment. Often imitated, but never duplicated, the unique patented features of SPAX fasteners reflect nearly two centuries of cold-forming engineering and manufacturing experience. Do it Once, Do it Right with SPAX.']",,[],SPAX,"['Industrial & Scientific', 'Fasteners', 'Screws', 'Machine Screws']","{'Material': 'Stainless Steel', 'Drive System': 'Square', 'Head Style': 'Flat', 'Exterior Finish': 'Stainless Steel', 'Thread Size': '#10', 'Metal Type': 'Stainless Steel', 'Brand': 'SPAX', 'Color': 'Silver', 'Head Type': 'Flat', 'Item Weight': '5 pounds', 'Thread Coverage': 'Fully Threaded', 'Fastener Size': 'No. 10', 'Manufacturer': 'Spax', 'Part Number': '4577000500907', 'Package Dimensions': '13 x 4 x 3 inches', 'Item model number': '4577000500907', 'Item Package Quantity': '1', 'Measurement System': 'Imperial', 'Usage': 'Wood', 'Best Sellers Rank': {'Industrial & Scientific': 314865, 'Machine Screws': 2558}, 'Date First Available': 'September 13, 2006'}",,,
9205,Tools & Home Improvement,"Forney 72739 Wire Wheel Brush, Coarse Crimped with 1/4-Inch Hex Shank, 4-Inch-by-.012-Inch",4.5,346,"['package dimensions :12.7 cm L x 18.034 cm W x 3.81 cm H', 'Product type :TOOLS', 'country of origin:China', 'Package weight :0.33lbs', 'Works with any power drill or pneumatic air drill']","['Forney 72739 Wire Wheel Brush, Coarse Crimped with 1/4-Inch Hex Shank, 4-Inch-by-.012-Inch']",8.38,"[{'title': 'A good wire wheel set.', 'url': 'https://www.amazon.com/vdp/0eb14cca75c649928e4de3ffc27b7f47?ref=dp_vse_rvc_0', 'user_id': '/shop/bendigitalmktgstrategies'}, {'title': 'Double Elite wire wheel/brush for drill attachments 1/4 hex', 'url': 'https://www.amazon.com/vdp/04ca445a66934fdd9edcdbc839aedcda?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'WENORA wire brush for drill rust removal', 'url': 'https://www.amazon.com/vdp/0f2ce6842bb04a16be202ddd73e04afd?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': '72729 wire brush', 'url': 'https://www.amazon.com/vdp/509a63b0cbea42cfa3f6019fb77930a5?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'Hoyin Wire Brush Set [Review]', 'url': 'https://www.amazon.com/vdp/05eae20572494a36a6919886ea90a3df?ref=dp_vse_rvc_4', 'user_id': '/shop/sleddersociety'}, {'title': 'Wire wheels for Drill- Wire Brush Wheel Cup Brush Set', 'url': 'https://www.amazon.com/vdp/0b26ce49b9c14df891da023572a75f81?ref=dp_vse_rvc_5', 'user_id': ''}]",Forney,"['Industrial & Scientific', 'Abrasive & Finishing Products', 'Abrasive Brushes', 'Power Brushes', 'Wheel Brushes']","{'Manufacturer': 'Forney', 'Part Number': '72739', 'Item Weight': '0.01 ounces', 'Item model number': '72739', 'Is Discontinued By Manufacturer': 'No', 'Size': '4-Inch-by-.012-Inch', 'Style': 'Crimped Wire', 'Finish': 'Chrome', 'Material': 'Steel', 'Shape': 'Circular', 'Item Package Quantity': '1', 'Number Of Pieces': '1', 'Head Style': 'Hex', 'Speed': '6000 RPM', 'Cutting Diameter': '101.6 Millimeters', 'Measurement System': 'standard', 'Accessory Connection Type': '1/4-Inch hex shank', 'Grit Description': 'Coarse', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Warranty Description': '90 day warranty against manufacturer defects', 'Assembled Diameter': '101.6 Millimeters', 'Best Sellers Rank': {'Industrial & Scientific': 24920, 'Abrasive Wheel Brushes': 45}, 'Date First Available': 'July 28, 2017', 'Brand': 'Forney', 'Bristle Type': 'Crimped Wire', 'Item Dimensions LxWxH': '4 x 4 x 1.75 inches', 'Item Diameter': '101.6 Millimeters'}",,,
12370,Industrial & Scientific,HE3D 1.75mm Assembled Titan Extruder for FDM 3D Printer Accessory Bowden mounting Bracket Supporting Remote/Short Printing,3.4,59,"['1 It is very light and compact. it can use lighter motor,any Bowden-type 3D printer can become a powerful, reliable little beast', '2 t is easy to manually squeeze, remove, load and unload Filament', '3 You only need a hex wrench, you will be able to within a minute to remove the Titan, regardless of the opening and assembly are very easy and fast.']",[],16.69,"[{'title': 'This extruder worked great. Was assembled when I got it', 'url': 'https://www.amazon.com/vdp/14f6dd9e42654505a8108d3c7de8ec30?ref=dp_vse_rvc_0', 'user_id': 'AF3PMU64JZLBBFUQLZYTWTOB3J5A'}, {'title': 'Installing New Extruder Clamp on Ender 3 v2', 'url': 'https://www.amazon.com/vdp/0613d80ed9d64111960b8c1ad0cbc692?ref=dp_vse_rvc_1', 'user_id': '/shop/geekazine'}, {'title': 'Creality Official E-Fit Extruder Upgrade Kit', 'url': 'https://www.amazon.com/vdp/046581ce7975493bbf11748c9ffddc73?ref=dp_vse_rvc_2', 'user_id': ''}]",HE3D,"['Industrial & Scientific', 'Additive Manufacturing Products', '3D Printer Parts & Accessories', '3D Printer Accessories']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.72 x 3.35 x 2.52 inches; 4.48 Ounces', 'Date First Available': 'February 23, 2018', 'Manufacturer': 'HE3D'}",,,
10155,Tools & Home Improvement,"Well Pump Wire Splice Kit, Submersible 3M Dual Wall Heat Shrink Tubing and Copper Connector for 4 Wires, 10#12#14 AWG.",4.6,1061,"['4 x 3M Tubings and 4 x butt connectors', 'Dual Wall Heat Shrink Tubing and Pure Electrolytic Copper Connector', 'Clear tubings allow you to see through inside the splice', 'Ideally for submersible deep well pump application', 'Quality 3M tubings for groundwater and other water tight applications']","['This wire splice kit comes with 4 x butt connectors and 4 x 3M clear dual wall heat shrink tubings that are suitable for connecting #10 #12 or #14 pump wires. The tubing used in these kits was developed especially for groundwater applications. The inner wall of a special thermoplastic adhesive melts and flows when heat is applied. The tubing rapidly shrinks to a skin-tight fit, forcing the melted adhesive to flow and cover the substrate. Upon cooling the adhesive solidifies, forming a permanent flexible, waterproof barrier. The clear tubing allows the additional advantage of seeing inside the splice. Ideally using for splicing a submersible deep well water pump and other waterproof applications. Instructions come with the kit. Made in the USA']",7.98,"[{'title': 'See Why You Might Need This Submersible Pump!', 'url': 'https://www.amazon.com/vdp/08e384b45bb14262839dedf71ab846a5?ref=dp_vse_rvc_0', 'user_id': '/shop/homesteadhow'}, {'title': 'How to Use 12V Stainless Steel Well Pump Solar Pump', 'url': 'https://www.amazon.com/vdp/97cb1ec6bc124d84a94e79905262d83b?ref=dp_vse_rvc_1', 'user_id': ''}]",Tuhorse,"['Industrial & Scientific', 'Industrial Electrical', 'Wiring & Connecting', 'Heat-Shrink Tubing']","{'Manufacturer': 'USA Made', 'Part Number': 'SK4C101214', 'Item Weight': '0.02 Pounds', 'Package Dimensions': '7.5 x 5.5 x 0.6 inches', 'Item model number': 'SK4C101214', 'Is Discontinued By Manufacturer': 'No', 'Color': 'Copper', 'Style': 'in plastic bag', 'Material': 'Plastic', 'Item Package Quantity': '1', 'Usage': 'For connecting 4 wires in deep well pump or other water tight application', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Industrial & Scientific': 86516, 'Industrial Heat-Shrink Tubing': 301}, 'Date First Available': 'July 30, 2013', 'Brand': 'Tuhorse', 'Nominal Wall Thickness': '1.3 month'}",,,
4202,Industrial & Scientific,Trim Bin Tray with 150 Micron Stainless Steel Screen,4.1,92,[],[],,[],Ablaze,"['Industrial & Scientific', 'Lab & Scientific Products', 'Lab Instruments & Equipment', 'Vacuum & Pump Equipment', 'Vacuum Chambers']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '13.31 x 12.36 x 12.13 inches; 9.15 Pounds', 'Date First Available': 'December 25, 2015'}",,,
1091,Industrial & Scientific,"Incredible Solutions Crystal Clear Cast Tabletop Epoxy, UV Resistant High Gloss Finishing, Bar Countertop Resin Coating, Easy-to-Use 1:1 Mixing Ratio, Acrylic Glossy Coat, DIY Self-Leveling - 1 Gallon",4.5,4883,"['💎 The Ultimate CRYSTAL CLEAR EPOXY – Our Table Top Epoxy cures ultra clear making it perfect for table tops, bar tops, and countertops. The custom Epoxy formulation allows for minimal bubbles, goes on smooth, helps eliminate fish eyes, craters and various other imperfections. We only offer what we use. Plus, unlike many other epoxies, our epoxy resists yellowing caused from exposure to Ultra Violet Light Sources.', '🎨 HIGH GLOSS & SELF LEVELS - Epoxy resin is durable, blemish resistant, has a consistent thickness, cures quick, is water and impact resistant. Not only that, our Bar Top Epoxy self levels on application including corners, over bar rails and live edges.', '🌎 USA FACTORY- We proudly manufacture here so you can rest assured our Epoxy when used and cured correctly it is safe with Low odor. Mixes Well with Mica Pigment Powders & Cures Crystal Clear.', '🍷 1:1 MIXTURE 1 Gallon (1/2 Gallon Resin + 1/2 Gallon Curing Agent) KIT can cover 12 square feet at 1/8 inches thick. It dries rock Hard and is very Versatile. We ONLY Produce a Tough, Water Resistant Coating plus with any questions we have a very knowledgeable Technical Support team, ready to help.', '📞THE LONG HAUL - We know there a lot of Epoxy companies out there but just give our epoxy a try & with our team of experts we are here for you. Let us earn your business. If you’re stuck, we are right here to help coach you along. Are you a first timer or a professional? We have helped with bar tops, tabletops, river tables, jewelry, coffee tables, countertops, serving trays, too many things to list! We can help you get it done!']",[],,"[{'title': 'Instructional Video: How To Mix & Pour Epoxy Resin', 'url': 'https://www.amazon.com/vdp/320b1d01a9134d2c9fef6b860c60311d?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Excellent choice,  great product to work with', 'url': 'https://www.amazon.com/vdp/e87cc609debd4e129831d88466210a56?ref=dp_vse_rvc_1', 'user_id': 'AFTGTF5BVXVPBSJI45XZ64KWS73A'}, {'title': 'Epoxy Bottle Cap Project ', 'url': 'https://www.amazon.com/vdp/d1bc41bd074f48a48820ed9e64c8af36?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Table Top & Bar Top Epoxy Resin, Ultra Clear UV Resistant Finish, 1-Gallon Kit, Self Leveling, Pe...', 'url': 'https://www.amazon.com/vdp/6edee6d5f7a243ed906064297ff0e205?ref=dp_vse_rvc_3', 'user_id': 'AEISQ6CZDTAJZI6L3IFRQHCLNXYA'}, {'title': 'Dries quick and smooth, I recommend!', 'url': 'https://www.amazon.com/vdp/4f5d49466cef41f296792d24d07580d2?ref=dp_vse_rvc_4', 'user_id': 'AFZVJBABMHOIZ7HC3TFBQVOWRYSQ'}, {'title': 'Table Top Pro Product Overview | MAS Epoxies', 'url': 'https://www.amazon.com/vdp/056f918e39aa4e269af96194df4ef0a1?ref=dp_vse_rvc_5', 'user_id': ''}, {'title': 'WiseBond Bar & Table Top Epoxy', 'url': 'https://www.amazon.com/vdp/0055a73ad0214aeabad63ca5d496c827?ref=dp_vse_rvc_6', 'user_id': ''}, {'title': 'Superclear Table Top Bar Top Epoxy', 'url': 'https://www.amazon.com/vdp/61acb99d6c074238ad90fc59975fbf0e?ref=dp_vse_rvc_7', 'user_id': ''}, {'title': 'TotalBoat TableTop Epoxy - How to Coat a Chart Table', 'url': 'https://www.amazon.com/vdp/d83fc27668d24e6894ad91379f8151d8?ref=dp_vse_rvc_8', 'user_id': ''}, {'title': 'Difference In UV Resistance, UV Pro Vs Standard Table Epoxy', 'url': 'https://www.amazon.com/vdp/00a3cd52c2b141e78d0858ce6b2d6a39?ref=dp_vse_rvc_9', 'user_id': ''}]",Incredible Solutions,"['Industrial & Scientific', 'Adhesives, Sealants & Lubricants', 'Epoxy Adhesives', 'Tile Epoxy Adhesives']","{'Brand': 'Incredible Solutions', 'Material': '100% Solids', 'Compatible Material': 'Acrylic', 'Item Form': 'Liquid', 'Special Feature': 'UV Resistant Formula, Superior Air Release, Low Odor, Self Leveling, Impact Resistant', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '9 x 4 x 9 inches; 9.77 Pounds', 'Date First Available': 'January 27, 2018', 'Manufacturer': 'Incredible Solutions'}",,,
